id,level,topic,vi_sentence,answer_zh,pinyin,grammar_focus,focus_words
daily_vi_0285,HSK2,Thói quen,Mỗi ngày bạn tôi đều chơi bóng rổ.,我朋友每天都打篮球。,wǒ péngyou měitiān dōu dǎ lánqiú.,每天都 + động từ,我朋友 / 每天 / 都 / 打篮球
daily_vi_0286,HSK2,Thói quen,Mỗi ngày mẹ tôi đều học tiếng Trung.,我妈妈每天都学习汉语。,wǒ māma měitiān dōu xuéxí Hànyǔ.,每天都 + động từ,我妈妈 / 每天 / 都 / 学习汉语
daily_vi_0287,HSK2,Thói quen,Mỗi ngày mẹ tôi đều đọc sách.,我妈妈每天都看书。,wǒ māma měitiān dōu kàn shū.,每天都 + động từ,我妈妈 / 每天 / 都 / 看书
daily_vi_0288,HSK2,Thói quen,Mỗi ngày mẹ tôi đều xem phim.,我妈妈每天都看电影。,wǒ māma měitiān dōu kàn diànyǐng.,每天都 + động từ,我妈妈 / 每天 / 都 / 看电影
daily_vi_0289,HSK2,Thói quen,Mỗi ngày mẹ tôi đều nghe thầy giáo nói.,我妈妈每天都听老师说话。,wǒ māma měitiān dōu tīng lǎoshī shuōhuà.,每天都 + động từ,我妈妈 / 每天 / 都 / 听老师说话
daily_vi_0290,HSK2,Thói quen,Mỗi ngày mẹ tôi đều gọi điện thoại.,我妈妈每天都打电话。,wǒ māma měitiān dōu dǎ diànhuà.,每天都 + động từ,我妈妈 / 每天 / 都 / 打电话
daily_vi_0291,HSK2,Thói quen,Mỗi ngày mẹ tôi đều nghỉ ngơi.,我妈妈每天都休息。,wǒ māma měitiān dōu xiūxi.,每天都 + động từ,我妈妈 / 每天 / 都 / 休息
daily_vi_0292,HSK2,Thói quen,Mỗi ngày mẹ tôi đều chạy bộ.,我妈妈每天都跑步。,wǒ māma měitiān dōu pǎobù.,每天都 + động từ,我妈妈 / 每天 / 都 / 跑步
daily_vi_0293,HSK2,Thói quen,Mỗi ngày mẹ tôi đều bơi.,我妈妈每天都游泳。,wǒ māma měitiān dōu yóuyǒng.,每天都 + động từ,我妈妈 / 每天 / 都 / 游泳
daily_vi_0294,HSK2,Thói quen,Mỗi ngày mẹ tôi đều đá bóng.,我妈妈每天都踢足球。,wǒ māma měitiān dōu tī zúqiú.,每天都 + động từ,我妈妈 / 每天 / 都 / 踢足球
daily_vi_0295,HSK2,Thói quen,Mỗi ngày mẹ tôi đều chơi bóng rổ.,我妈妈每天都打篮球。,wǒ māma měitiān dōu dǎ lánqiú.,每天都 + động từ,我妈妈 / 每天 / 都 / 打篮球
daily_vi_0296,HSK2,Thói quen,Mỗi ngày bố tôi đều học tiếng Trung.,我爸爸每天都学习汉语。,wǒ bàba měitiān dōu xuéxí Hànyǔ.,每天都 + động từ,我爸爸 / 每天 / 都 / 学习汉语
daily_vi_0297,HSK2,Thói quen,Mỗi ngày bố tôi đều đọc sách.,我爸爸每天都看书。,wǒ bàba měitiān dōu kàn shū.,每天都 + động từ,我爸爸 / 每天 / 都 / 看书
daily_vi_0298,HSK2,Thói quen,Mỗi ngày bố tôi đều xem phim.,我爸爸每天都看电影。,wǒ bàba měitiān dōu kàn diànyǐng.,每天都 + động từ,我爸爸 / 每天 / 都 / 看电影
daily_vi_0299,HSK2,Thói quen,Mỗi ngày bố tôi đều nghe thầy giáo nói.,我爸爸每天都听老师说话。,wǒ bàba měitiān dōu tīng lǎoshī shuōhuà.,每天都 + động từ,我爸爸 / 每天 / 都 / 听老师说话
daily_vi_0300,HSK2,Thói quen,Mỗi ngày bố tôi đều gọi điện thoại.,我爸爸每天都打电话。,wǒ bàba měitiān dōu dǎ diànhuà.,每天都 + động từ,我爸爸 / 每天 / 都 / 打电话
daily_vi_0301,HSK2,Thói quen,Mỗi ngày bố tôi đều nghỉ ngơi.,我爸爸每天都休息。,wǒ bàba měitiān dōu xiūxi.,每天都 + động từ,我爸爸 / 每天 / 都 / 休息
daily_vi_0302,HSK2,Thói quen,Mỗi ngày bố tôi đều chạy bộ.,我爸爸每天都跑步。,wǒ bàba měitiān dōu pǎobù.,每天都 + động từ,我爸爸 / 每天 / 都 / 跑步
daily_vi_0303,HSK2,Thói quen,Mỗi ngày bố tôi đều bơi.,我爸爸每天都游泳。,wǒ bàba měitiān dōu yóuyǒng.,每天都 + động từ,我爸爸 / 每天 / 都 / 游泳
daily_vi_0304,HSK2,Thói quen,Mỗi ngày bố tôi đều đá bóng.,我爸爸每天都踢足球。,wǒ bàba měitiān dōu tī zúqiú.,每天都 + động từ,我爸爸 / 每天 / 都 / 踢足球
daily_vi_0305,HSK2,Thói quen,Mỗi ngày bố tôi đều chơi bóng rổ.,我爸爸每天都打篮球。,wǒ bàba měitiān dōu dǎ lánqiú.,每天都 + động từ,我爸爸 / 每天 / 都 / 打篮球
daily_vi_0306,HSK2,Kinh nghiệm,Tôi đã từng đi trường học.,我去过学校。,wǒ qù guo xuéxiào.,Động từ + 过,我 / 去过 / 学校
daily_vi_0307,HSK2,Kinh nghiệm,Tôi đã từng đi bệnh viện.,我去过医院。,wǒ qù guo yīyuàn.,Động từ + 过,我 / 去过 / 医院
daily_vi_0308,HSK2,Kinh nghiệm,Tôi đã từng đi cửa hàng.,我去过商店。,wǒ qù guo shāngdiàn.,Động từ + 过,我 / 去过 / 商店
daily_vi_0309,HSK2,Kinh nghiệm,Tôi đã từng đi nhà hàng.,我去过饭店。,wǒ qù guo fàndiàn.,Động từ + 过,我 / 去过 / 饭店
daily_vi_0310,HSK2,Kinh nghiệm,Tôi đã từng đi công ty.,我去过公司。,wǒ qù guo gōngsī.,Động từ + 过,我 / 去过 / 公司
daily_vi_0311,HSK2,Kinh nghiệm,Tôi đã từng đi sân bay.,我去过机场。,wǒ qù guo jīchǎng.,Động từ + 过,我 / 去过 / 机场
daily_vi_0312,HSK2,Kinh nghiệm,Tôi đã từng đi ga tàu.,我去过火车站。,wǒ qù guo huǒchēzhàn.,Động từ + 过,我 / 去过 / 火车站
daily_vi_0313,HSK2,Kinh nghiệm,Tôi đã từng đi Bắc Kinh.,我去过北京。,wǒ qù guo Běijīng.,Động từ + 过,我 / 去过 / 北京
daily_vi_0314,HSK2,Kinh nghiệm,Bạn tôi đã từng đi trường học.,我朋友去过学校。,wǒ péngyou qù guo xuéxiào.,Động từ + 过,我朋友 / 去过 / 学校
daily_vi_0315,HSK2,Kinh nghiệm,Bạn tôi đã từng đi bệnh viện.,我朋友去过医院。,wǒ péngyou qù guo yīyuàn.,Động từ + 过,我朋友 / 去过 / 医院
daily_vi_0316,HSK2,Kinh nghiệm,Bạn tôi đã từng đi cửa hàng.,我朋友去过商店。,wǒ péngyou qù guo shāngdiàn.,Động từ + 过,我朋友 / 去过 / 商店
daily_vi_0317,HSK2,Kinh nghiệm,Bạn tôi đã từng đi nhà hàng.,我朋友去过饭店。,wǒ péngyou qù guo fàndiàn.,Động từ + 过,我朋友 / 去过 / 饭店
daily_vi_0318,HSK2,Kinh nghiệm,Bạn tôi đã từng đi công ty.,我朋友去过公司。,wǒ péngyou qù guo gōngsī.,Động từ + 过,我朋友 / 去过 / 公司
daily_vi_0319,HSK2,Kinh nghiệm,Bạn tôi đã từng đi sân bay.,我朋友去过机场。,wǒ péngyou qù guo jīchǎng.,Động từ + 过,我朋友 / 去过 / 机场
daily_vi_0320,HSK2,Kinh nghiệm,Bạn tôi đã từng đi ga tàu.,我朋友去过火车站。,wǒ péngyou qù guo huǒchēzhàn.,Động từ + 过,我朋友 / 去过 / 火车站
daily_vi_0321,HSK2,Kinh nghiệm,Bạn tôi đã từng đi Bắc Kinh.,我朋友去过北京。,wǒ péngyou qù guo Běijīng.,Động từ + 过,我朋友 / 去过 / 北京
daily_vi_0322,HSK2,Kinh nghiệm,Mẹ tôi đã từng đi trường học.,我妈妈去过学校。,wǒ māma qù guo xuéxiào.,Động từ + 过,我妈妈 / 去过 / 学校
daily_vi_0323,HSK2,Kinh nghiệm,Mẹ tôi đã từng đi bệnh viện.,我妈妈去过医院。,wǒ māma qù guo yīyuàn.,Động từ + 过,我妈妈 / 去过 / 医院
daily_vi_0324,HSK2,Kinh nghiệm,Mẹ tôi đã từng đi cửa hàng.,我妈妈去过商店。,wǒ māma qù guo shāngdiàn.,Động từ + 过,我妈妈 / 去过 / 商店
daily_vi_0325,HSK2,Kinh nghiệm,Mẹ tôi đã từng đi nhà hàng.,我妈妈去过饭店。,wǒ māma qù guo fàndiàn.,Động từ + 过,我妈妈 / 去过 / 饭店
daily_vi_0326,HSK2,Kinh nghiệm,Mẹ tôi đã từng đi công ty.,我妈妈去过公司。,wǒ māma qù guo gōngsī.,Động từ + 过,我妈妈 / 去过 / 公司
daily_vi_0327,HSK2,Kinh nghiệm,Mẹ tôi đã từng đi sân bay.,我妈妈去过机场。,wǒ māma qù guo jīchǎng.,Động từ + 过,我妈妈 / 去过 / 机场
daily_vi_0328,HSK2,Kinh nghiệm,Mẹ tôi đã từng đi ga tàu.,我妈妈去过火车站。,wǒ māma qù guo huǒchēzhàn.,Động từ + 过,我妈妈 / 去过 / 火车站
daily_vi_0329,HSK2,Kinh nghiệm,Mẹ tôi đã từng đi Bắc Kinh.,我妈妈去过北京。,wǒ māma qù guo Běijīng.,Động từ + 过,我妈妈 / 去过 / 北京
daily_vi_0330,HSK2,Kinh nghiệm,Bố tôi đã từng đi trường học.,我爸爸去过学校。,wǒ bàba qù guo xuéxiào.,Động từ + 过,我爸爸 / 去过 / 学校
daily_vi_0331,HSK2,Kinh nghiệm,Bố tôi đã từng đi bệnh viện.,我爸爸去过医院。,wǒ bàba qù guo yīyuàn.,Động từ + 过,我爸爸 / 去过 / 医院
daily_vi_0332,HSK2,Kinh nghiệm,Bố tôi đã từng đi cửa hàng.,我爸爸去过商店。,wǒ bàba qù guo shāngdiàn.,Động từ + 过,我爸爸 / 去过 / 商店
daily_vi_0333,HSK2,Kinh nghiệm,Bố tôi đã từng đi nhà hàng.,我爸爸去过饭店。,wǒ bàba qù guo fàndiàn.,Động từ + 过,我爸爸 / 去过 / 饭店
daily_vi_0334,HSK2,Kinh nghiệm,Bố tôi đã từng đi công ty.,我爸爸去过公司。,wǒ bàba qù guo gōngsī.,Động từ + 过,我爸爸 / 去过 / 公司
daily_vi_0335,HSK2,Kinh nghiệm,Bố tôi đã từng đi sân bay.,我爸爸去过机场。,wǒ bàba qù guo jīchǎng.,Động từ + 过,我爸爸 / 去过 / 机场
daily_vi_0336,HSK2,Kinh nghiệm,Bố tôi đã từng đi ga tàu.,我爸爸去过火车站。,wǒ bàba qù guo huǒchēzhàn.,Động từ + 过,我爸爸 / 去过 / 火车站
daily_vi_0337,HSK2,Kinh nghiệm,Bố tôi đã từng đi Bắc Kinh.,我爸爸去过北京。,wǒ bàba qù guo Běijīng.,Động từ + 过,我爸爸 / 去过 / 北京
daily_vi_0338,HSK2,Kinh nghiệm,Anh trai tôi đã từng đi trường học.,我哥哥去过学校。,wǒ gēge qù guo xuéxiào.,Động từ + 过,我哥哥 / 去过 / 学校
daily_vi_0339,HSK2,Kinh nghiệm,Anh trai tôi đã từng đi bệnh viện.,我哥哥去过医院。,wǒ gēge qù guo yīyuàn.,Động từ + 过,我哥哥 / 去过 / 医院
daily_vi_0340,HSK2,Kinh nghiệm,Anh trai tôi đã từng đi cửa hàng.,我哥哥去过商店。,wǒ gēge qù guo shāngdiàn.,Động từ + 过,我哥哥 / 去过 / 商店
daily_vi_0341,HSK2,Kinh nghiệm,Anh trai tôi đã từng đi nhà hàng.,我哥哥去过饭店。,wǒ gēge qù guo fàndiàn.,Động từ + 过,我哥哥 / 去过 / 饭店
daily_vi_0342,HSK2,Kinh nghiệm,Anh trai tôi đã từng đi công ty.,我哥哥去过公司。,wǒ gēge qù guo gōngsī.,Động từ + 过,我哥哥 / 去过 / 公司
daily_vi_0343,HSK2,Kinh nghiệm,Anh trai tôi đã từng đi sân bay.,我哥哥去过机场。,wǒ gēge qù guo jīchǎng.,Động từ + 过,我哥哥 / 去过 / 机场
daily_vi_0344,HSK2,Kinh nghiệm,Anh trai tôi đã từng đi ga tàu.,我哥哥去过火车站。,wǒ gēge qù guo huǒchēzhàn.,Động từ + 过,我哥哥 / 去过 / 火车站
daily_vi_0345,HSK2,Kinh nghiệm,Anh trai tôi đã từng đi Bắc Kinh.,我哥哥去过北京。,wǒ gēge qù guo Běijīng.,Động từ + 过,我哥哥 / 去过 / 北京
daily_vi_0346,HSK2,Câu hỏi giao tiếp,Hôm nay tôi có thể đến trường học không?,我今天可以到学校吗？,wǒ jīntiān kěyǐ dào xuéxiào ma?,可以 + động từ；吗,我 / 今天 / 可以 / 到 / 学校 / 吗
daily_vi_0347,HSK2,Câu hỏi giao tiếp,Hôm nay tôi có thể đến bệnh viện không?,我今天可以到医院吗？,wǒ jīntiān kěyǐ dào yīyuàn ma?,可以 + động từ；吗,我 / 今天 / 可以 / 到 / 医院 / 吗
daily_vi_0348,HSK2,Câu hỏi giao tiếp,Hôm nay tôi có thể đến cửa hàng không?,我今天可以到商店吗？,wǒ jīntiān kěyǐ dào shāngdiàn ma?,可以 + động từ；吗,我 / 今天 / 可以 / 到 / 商店 / 吗
daily_vi_0349,HSK2,Câu hỏi giao tiếp,Hôm nay tôi có thể đến nhà hàng không?,我今天可以到饭店吗？,wǒ jīntiān kěyǐ dào fàndiàn ma?,可以 + động từ；吗,我 / 今天 / 可以 / 到 / 饭店 / 吗
daily_vi_0350,HSK2,Câu hỏi giao tiếp,Hôm nay tôi có thể đến công ty không?,我今天可以到公司吗？,wǒ jīntiān kěyǐ dào gōngsī ma?,可以 + động từ；吗,我 / 今天 / 可以 / 到 / 公司 / 吗
daily_vi_0351,HSK2,Câu hỏi giao tiếp,Ngày mai tôi có thể đến trường học không?,我明天可以到学校吗？,wǒ míngtiān kěyǐ dào xuéxiào ma?,可以 + động từ；吗,我 / 明天 / 可以 / 到 / 学校 / 吗
daily_vi_0352,HSK2,Câu hỏi giao tiếp,Ngày mai tôi có thể đến bệnh viện không?,我明天可以到医院吗？,wǒ míngtiān kěyǐ dào yīyuàn ma?,可以 + động từ；吗,我 / 明天 / 可以 / 到 / 医院 / 吗
daily_vi_0353,HSK2,Câu hỏi giao tiếp,Ngày mai tôi có thể đến cửa hàng không?,我明天可以到商店吗？,wǒ míngtiān kěyǐ dào shāngdiàn ma?,可以 + động từ；吗,我 / 明天 / 可以 / 到 / 商店 / 吗
daily_vi_0354,HSK2,Câu hỏi giao tiếp,Ngày mai tôi có thể đến nhà hàng không?,我明天可以到饭店吗？,wǒ míngtiān kěyǐ dào fàndiàn ma?,可以 + động từ；吗,我 / 明天 / 可以 / 到 / 饭店 / 吗
daily_vi_0355,HSK2,Câu hỏi giao tiếp,Ngày mai tôi có thể đến công ty không?,我明天可以到公司吗？,wǒ míngtiān kěyǐ dào gōngsī ma?,可以 + động từ；吗,我 / 明天 / 可以 / 到 / 公司 / 吗
daily_vi_0356,HSK2,Câu hỏi giao tiếp,Sáng nay tôi có thể đến trường học không?,我今天早上可以到学校吗？,wǒ jīntiān zǎoshang kěyǐ dào xuéxiào ma?,可以 + động từ；吗,我 / 今天早上 / 可以 / 到 / 学校 / 吗
daily_vi_0357,HSK2,Câu hỏi giao tiếp,Sáng nay tôi có thể đến bệnh viện không?,我今天早上可以到医院吗？,wǒ jīntiān zǎoshang kěyǐ dào yīyuàn ma?,可以 + động từ；吗,我 / 今天早上 / 可以 / 到 / 医院 / 吗
daily_vi_0358,HSK2,Câu hỏi giao tiếp,Sáng nay tôi có thể đến cửa hàng không?,我今天早上可以到商店吗？,wǒ jīntiān zǎoshang kěyǐ dào shāngdiàn ma?,可以 + động từ；吗,我 / 今天早上 / 可以 / 到 / 商店 / 吗
daily_vi_0359,HSK2,Câu hỏi giao tiếp,Sáng nay tôi có thể đến nhà hàng không?,我今天早上可以到饭店吗？,wǒ jīntiān zǎoshang kěyǐ dào fàndiàn ma?,可以 + động từ；吗,我 / 今天早上 / 可以 / 到 / 饭店 / 吗
daily_vi_0360,HSK2,Câu hỏi giao tiếp,Sáng nay tôi có thể đến công ty không?,我今天早上可以到公司吗？,wǒ jīntiān zǎoshang kěyǐ dào gōngsī ma?,可以 + động từ；吗,我 / 今天早上 / 可以 / 到 / 公司 / 吗
daily_vi_0361,HSK2,Câu hỏi giao tiếp,Tối nay tôi có thể đến trường học không?,我今天晚上可以到学校吗？,wǒ jīntiān wǎnshang kěyǐ dào xuéxiào ma?,可以 + động từ；吗,我 / 今天晚上 / 可以 / 到 / 学校 / 吗
daily_vi_0362,HSK2,Câu hỏi giao tiếp,Tối nay tôi có thể đến bệnh viện không?,我今天晚上可以到医院吗？,wǒ jīntiān wǎnshang kěyǐ dào yīyuàn ma?,可以 + động từ；吗,我 / 今天晚上 / 可以 / 到 / 医院 / 吗
daily_vi_0363,HSK2,Câu hỏi giao tiếp,Tối nay tôi có thể đến cửa hàng không?,我今天晚上可以到商店吗？,wǒ jīntiān wǎnshang kěyǐ dào shāngdiàn ma?,可以 + động từ；吗,我 / 今天晚上 / 可以 / 到 / 商店 / 吗
daily_vi_0364,HSK2,Câu hỏi giao tiếp,Tối nay tôi có thể đến nhà hàng không?,我今天晚上可以到饭店吗？,wǒ jīntiān wǎnshang kěyǐ dào fàndiàn ma?,可以 + động từ；吗,我 / 今天晚上 / 可以 / 到 / 饭店 / 吗
daily_vi_0365,HSK2,Câu hỏi giao tiếp,Tối nay tôi có thể đến công ty không?,我今天晚上可以到公司吗？,wǒ jīntiān wǎnshang kěyǐ dào gōngsī ma?,可以 + động từ；吗,我 / 今天晚上 / 可以 / 到 / 公司 / 吗
